LineId,Date,Time,Level,Process,Component,Content,EventId,EventTemplate
819309,2015-10-18,18:02:37.14,INFO,IPC Server handler 16 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
6716854,2015-10-18,18:08:52.00,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E44,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds.  Will retry shortly ...
12549354,2015-10-18,18:03:41.83,INFO,main,SecurityLogger.org.apache.hadoop.ipc.Server,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
10194913,2015-10-18,18:04:18.25,INFO,main,org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E98,Opening proxy : <*>:<*>
15145422,2015-10-18,18:04:17.59,INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E110,JVM with ID: jvm_<*> given task: <*>_<*>
3298055,2015-10-18,18:02:26.55,INFO,IPC Server handler 6 on 62270,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E85,Auth successful for job_<*> (auth:SIMPLE)
179163,2015-10-18,18:02:04.70,INFO,IPC Server handler 12 on 62270,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Number of reduces for job job_<*> = <*>
1210895,2015-10-18,18:07:49.86,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E44,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds.  Will retry shortly ...
14387003,2015-10-18,18:04:00.53,INFO,IPC Server handler 2 on 62270,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E83,Processing the event EventType: CONTAINER_REMOTE_<*> for container container_<*> taskAttempt attempt_<*>
2118116,2015-10-18,18:04:28.30,INFO,IPC Server handler 22 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E45,attempt_<*> TaskAttempt Transitioned from FAIL_CONTAINER_CLEANUP to FAIL_TASK_CLEANUP
4001079,2015-10-18,18:03:36.26,INFO,Thread-50,SecurityLogger.org.apache.hadoop.ipc.Server,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E96,Done acknowledgement from attempt_<*>
2932052,2015-10-18,18:06:04.56,INFO,main,org.apache.hadoop.ipc.Client,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E102,Launching attempt_<*>
14010774,2015-10-18,18:02:38.46,INFO,ContainerLauncher #6,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E110,Size of containertokens_dob is <*>
12577672,2015-10-18,18:05:04.46,INFO,IPC Server handler 20 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
9307894,2015-10-18,18:02:30.38,INFO,IPC Server handler 29 on 62270,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E42,Before Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>
9869468,2015-10-18,18:02:07.04,INFO,CommitterEvent Processor #2,org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E50,JVM with ID : jvm_<*> asked for a task
1779767,2015-10-18,18:03:58.15,INFO,ContainerLauncher #6,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E27,Shuffle port returned by ContainerManager for attempt_<*> : <*>
14662334,2015-10-18,18:04:04.09,INFO,IPC Server handler 29 on 62270,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E59,Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter)
16500814,2015-10-18,18:07:57.38,ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Container complete event for unknown container id container_1445144423722_0020_01_000012,E38,ERROR IN CONTACTING RM.
8543682,2015-10-18,18:08:13.24,ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Container complete event for unknown container id container_1445144423722_0020_01_000012,E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>"
3055872,2015-10-18,18:04:19.88,INFO,AsyncDispatcher event handler,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
12568039,2015-10-18,18:06:14.31,FATAL,AsyncDispatcher event handler,SecurityLogger.org.apache.hadoop.ipc.Server,Task: attempt_1445144423722_0020_m_000002_0 - exited : java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost,E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>"
1249932,2015-10-18,18:07:44.68,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E44,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds.  Will retry shortly ...
6607490,2015-10-18,18:03:46.31,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E60,attempt_<*> TaskAttempt Transitioned from NEW to UNASSIGNED
9739881,2015-10-18,18:02:57.74,INFO,IPC Server handler 8 on 62270,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E89,job_<*>Job Transitioned from INITED to SETUP
3464205,2015-10-18,18:01:47.12,INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E89,yarn.client.max-cached-nodemanagers-proxies : <*>
1240564,2015-10-18,18:07:28.83,INFO,ContainerLauncher #4,org.apache.hadoop.metrics2.impl.MetricsConfig,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E91,Received completed container container_<*>
2662566,2015-10-18,18:03:15.54,WARN,ContainerLauncher #9,org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E101,Launching attempt_<*>
3531492,2015-10-18,18:07:42.63,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>
8461943,2015-10-18,18:06:35.44,INFO,AsyncDispatcher event handler,SecurityLogger.org.apache.hadoop.ipc.Server,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E17,Shuffle port returned by ContainerManager for attempt_<*> : <*>
3372762,2015-10-18,18:02:36.77,INFO,ContainerLauncher #9,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E106,Created MRAppMaster for application appattempt_<*>
13050836,2015-10-18,18:01:47.00,INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E2,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>"
7455451,2015-10-18,18:09:23.27,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds.  Will retry shortly ...
13408161,2015-10-18,18:02:58.48,INFO,eventHandlingThread,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E90,Upper limit on the thread pool size is <*>
12023864,2015-10-18,18:02:26.80,INFO,RMCommunicator Allocator,org.apache.hadoop.metrics2.impl.MetricsSystemImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E94,Opening proxy : <*>:<*>
6974679,2015-10-18,18:02:20.04,INFO,eventHandlingThread,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E112,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>"
7183641,2015-10-18,18:03:03.97,INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E24,Resolved <*> to /default-rack
6078060,2015-10-18,18:04:51.33,WARN,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E46,DFSOutputStream ResponseProcessor exception  for block BP-<*>:blk_<*>
1767877,2015-10-18,18:04:47.48,INFO,IPC Server handler 4 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
11995325,2015-10-18,18:03:57.99,INFO,ContainerLauncher #5,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E62,ATTEMPT_START task_<*>
11005617,2015-10-18,18:04:35.18,INFO,IPC Server handler 20 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E106,Auth successful for job_<*> (auth:SIMPLE)
15669592,2015-10-18,18:04:44.79,INFO,ContainerLauncher #9,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
7353887,2015-10-18,18:04:00.45,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E31,Task: attempt_<*> - exited : java.net.NoRouteToHostException: No Route to Host from  MININT-<*>/<*> to <*>:<*> failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost
12580556,2015-10-18,18:06:51.90,INFO,ContainerLauncher #4,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E30,Launching attempt_<*>
16700800,2015-10-18,18:02:29.04,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E22,attempt_<*> TaskAttempt Transitioned from NEW to UNASSIGNED
8236777,2015-10-18,18:01:47.00,INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E85,"Error Recovery for block BP-<*>:blk_<*> in pipeline <*>:<*>, <*>:<*>: bad datanode <*>:<*>"
14966497,2015-10-18,18:03:42.80,INFO,ContainerLauncher #9,org.apache.hadoop.mapreduce.v2.jobhistory.JobHistoryUtils,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E40,attempt_<*> TaskAttempt Transitioned from ASSIGNED to RUNNING
9846497,2015-10-18,18:04:17.35,INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E46,Input size for job job_<*> = <*>. Number of splits = <*>
15395168,2015-10-18,18:08:07.63,ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Container complete event for unknown container id container_1445144423722_0020_01_000012,E38,ERROR IN CONTACTING RM.
6792806,2015-10-18,18:06:55.49,INFO,ContainerLauncher #9,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
8222398,2015-10-18,18:06:12.09,INFO,main,org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E94,Opening proxy : <*>:<*>
2146437,2015-10-18,18:09:00.67,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E44,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds.  Will retry shortly ...
7097010,2015-10-18,18:03:23.85,INFO,main,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E85,Input size for job job_<*> = <*>. Number of splits = <*>
4208699,2015-10-18,18:03:59.55,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E14,Starting Socket Reader #<*> for port <*>
16559958,2015-10-18,18:07:19.52,INFO,RMCommunicator Allocator,org.apache.hadoop.yarn.event.AsyncDispatcher,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E10,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds.  Will retry shortly ...
13034669,2015-10-18,18:03:25.32,INFO,ContainerLauncher #0,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E14,"maxContainerCapability: <memory:<*>, vCores:<*>>"
5247862,2015-10-18,18:07:45.67,WARN,AsyncDispatcher event handler,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds.  Will retry shortly ...
14966667,2015-10-18,18:06:29.90,FATAL,main,SecurityLogger.org.apache.hadoop.ipc.Server,Task: attempt_1445144423722_0020_m_000002_0 - exited : java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost,E43,attempt_<*> TaskAttempt Transitioned from NEW to UNASSIGNED
3943267,2015-10-18,18:02:26.04,INFO,main,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E42,IPC Server listener on <*>: starting
12535913,2015-10-18,18:03:56.45,INFO,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E90,IPC Server listener on <*>: starting
6296234,2015-10-18,18:05:03.96,INFO,RMCommunicator Allocator,org.apache.hadoop.yarn.util.RackResolver,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
14426301,2015-10-18,18:03:47.89,INFO,RMCommunicator Allocator,org.apache.hadoop.ipc.CallQueueManager,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E43,Launching attempt_<*>
10406632,2015-10-18,18:08:13.45,WARN,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E24,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
12893131,2015-10-18,18:03:51.37,INFO,ContainerLauncher #2,org.apache.hadoop.yarn.webapp.WebApps,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E96,Launching attempt_<*>
12199177,2015-10-18,18:06:00.92,INFO,main,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E102,Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context static
6693618,2015-10-18,18:06:25.96,INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E17,yarn.client.max-cached-nodemanagers-proxies : <*>
7480555,2015-10-18,18:04:03.59,INFO,eventHandlingThread,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E23,Task succeeded with attempt attempt_<*>
6979455,2015-10-18,18:02:35.78,INFO,IPC Server handler 11 on 62270,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E81,Launching attempt_<*>
3468325,2015-10-18,18:02:22.93,INFO,CommitterEvent Processor #1,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E15,Scheduling a redundant attempt for task task_<*>
2242930,2015-10-18,18:02:32.81,INFO,IPC Server handler 18 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E94,JOB_CREATE job_<*>
13146294,2015-10-18,18:01:59.91,INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E83,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:0 ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>
209602,2015-10-18,18:06:26.79,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E44,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds.  Will retry shortly ...
4328591,2015-10-18,18:06:17.55,INFO,ContainerLauncher #0,org.apache.hadoop.ipc.Client,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E91,Connecting to ResourceManager at <*>/<*>:<*>
14038219,2015-10-18,18:02:07.73,INFO,IPC Server handler 15 on 62270,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E85,DefaultSpeculator.addSpeculativeAttempt -- we are speculating task_<*>
1317897,2015-10-18,18:04:19.90,INFO,IPC Server handler 12 on 62270,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E62,attempt_<*> TaskAttempt Transitioned from NEW to UNASSIGNED
2567623,2015-10-18,18:07:52.05,WARN,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E11,Shuffle port returned by ContainerManager for attempt_<*> : <*>
6689861,2015-10-18,18:04:18.71,ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Container complete event for unknown container id container_1445144423722_0020_01_000012,E85,Opening proxy : <*>:<*>
7533493,2015-10-18,18:04:50.17,INFO,ContainerLauncher #2,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
14694480,2015-10-18,18:06:58.50,WARN,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E44,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds.  Will retry shortly ...
3278408,2015-10-18,18:01:56.12,INFO,eventHandlingThread,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E113,adding path spec: /<*>/*
9863145,2015-10-18,18:03:41.22,INFO,IPC Server handler 16 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E74,Progress of TaskAttempt attempt_<*> is : <*>.<*>
12517703,2015-10-18,18:08:10.60,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>
2662156,2015-10-18,18:08:01.27,INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E36,Reduce slow start threshold reached. Scheduling reduces.
4283372,2015-10-18,18:06:43.22,INFO,IPC Server handler 26 on 62270,SecurityLogger.org.apache.hadoop.ipc.Server,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E63,MRAppMaster metrics system started
16288090,2015-10-18,18:10:43.32,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E44,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>
3670542,2015-10-18,18:04:45.11,INFO,IPC Server handler 25 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E91,attempt_<*> TaskAttempt Transitioned from ASSIGNED to RUNNING
10385831,2015-10-18,18:04:06.32,INFO,main,org.apache.hadoop.hdfs.DFSClient,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E58,Http request log for http.requests.mapreduce is not defined
15506285,2015-10-18,18:04:01.42,INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E19,Received completed container container_<*>
5910184,2015-10-18,18:03:48.51,INFO,RMCommunicator Allocator,org.apache.hadoop.yarn.util.RackResolver,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E89,attempt_<*> TaskAttempt Transitioned from NEW to UNASSIGNED
16088184,2015-10-18,18:02:50.12,INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E69,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
10503356,2015-10-18,18:02:26.45,INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E21,JOB_CREATE job_<*>
5404976,2015-10-18,18:04:49.57,INFO,Socket Reader #1 for port 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
4410122,2015-10-18,18:08:18.16,WARN,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E69,maxTaskFailuresPerNode is <*>
13087809,2015-10-18,18:01:47.00,INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E77,Putting shuffle token in serviceData
5952313,2015-10-18,18:01:47.00,INFO,Socket Reader #1 for port 62270,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E29,Resolved <*> to /default-rack
1940979,2015-10-18,18:04:33.56,INFO,IPC Server handler 20 on 62270,org.apache.hadoop.yarn.factories.impl.pb.RpcServerFactoryPBImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E8,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
6762239,2015-10-18,18:08:53.88,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E44,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>
10274285,2015-10-18,18:04:08.70,INFO,IPC Server handler 21 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E94,task_<*> Task Transitioned from SCHEDULED to RUNNING
644820,2015-10-18,18:02:06.71,INFO,main,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E90,Processing the event EventType: JOB_SETUP
779840,2015-10-18,18:02:49.83,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E30,DFSOutputStream ResponseProcessor exception  for block BP-<*>:blk_<*>
5710817,2015-10-18,18:02:30.40,INFO,IPC Server handler 28 on 62270,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E76,"mapResourceRequest:<memory:<*>, vCores:<*>>"
10864168,2015-10-18,18:03:40.95,INFO,IPC Server handler 3 on 62270,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E16,Registered webapp guice modules
2839177,2015-10-18,18:06:20.16,INFO,RMCommunicator Allocator,org.apache.hadoop.http.HttpServer2,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E104,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
13744263,2015-10-18,18:09:49.94,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E44,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds.  Will retry shortly ...
7079695,2015-10-18,18:09:52.78,ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Container complete event for unknown container id container_1445144423722_0020_01_000012,E38,ERROR IN CONTACTING RM.
8281027,2015-10-18,18:02:44.46,INFO,IPC Server handler 19 on 62270,org.apache.hadoop.yarn.util.RackResolver,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E5,JOB_CREATE job_<*>
10486188,2015-10-18,18:03:31.65,INFO,ContainerLauncher #1,org.mortbay.log,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E63,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>"
